bpid,mlbid,Name,Year,Age,Team,Role,G,GS,IP,Pitches,,,,,,,,,,,,,,,,,,,,mlbid,Name,Year,Age,Team,Role,G,GS,IP,Pitches
108959,669674,Sam Long,2023,27,OAK,SP,1,1,1,31,,,,,,,,,,,,,,,,,,,,669674,Sam Long,2023,27,OAK,RP,39,0,44.0,745
102052,594580,Sam Moll,2023,31,OAK,RP,44,0,36.7,631,,,,,,,,,,,,,,,,,,,,669674,Sam Long,2023,27,OAK,SP,1,1,1.0,31
102052,594580,Sam Moll,2023,31,OAK,SP,1,1,1,23,,,,,,,,,,,,,,,,,,,,594580,Sam Moll,2023,31,OAK,RP,44,0,36.7,631
102052,594580,Sam Moll,2023,31,CIN,RP,25,0,24.7,371,,,,,,,,,,,,,,,,,,,,594580,Sam Moll,2023,31,OAK,SP,1,1,1.0,23
132346,671111,Sammy Peralta,2023,25,CWS,RP,16,0,20,379,,,,,,,,,,,,,,,,,,,,594580,Sam Moll,2023,31,CIN,RP,25,0,24.7,371
104002,645261,Sandy Alcantara,2023,27,MIA,SP,28,28,184.7,2721,,,,,,,,,,,,,,,,,,,,671111,Sammy Peralta,2023,25,CWS,RP,16,0,20.0,379
55951,506702,Sandy León,2023,34,TEX,RP,1,0,1,18,,,,,,,,,,,,,,,,,,,,645261,Sandy Alcantara,2023,27,MIA,SP,28,28,184.7,2721
144812,687830,Sawyer Gipson-Long,2023,25,DET,SP,4,4,20,336,,,,,,,,,,,,,,,,,,,,506702,Sandy León,2023,34,TEX,RP,1,0,1.0,18
65851,518397,Scott Alexander,2023,33,SF,RP,47,0,41.7,583,,,,,,,,,,,,,,,,,,,,687830,Sawyer Gipson-Long,2023,25,DET,SP,4,4,20.0,336
65851,518397,Scott Alexander,2023,33,SF,SP,8,8,6.7,111,,,,,,,,,,,,,,,,,,,,518397,Scott Alexander,2023,33,SF,RP,47,0,41.7,583
70429,605130,Scott Barlow,2023,30,SD,RP,25,0,29.3,494,,,,,,,,,,,,,,,,,,,,518397,Scott Alexander,2023,33,SF,SP,8,8,6.7,111
70429,605130,Scott Barlow,2023,30,KC,RP,38,0,38.7,702,,,,,,,,,,,,,,,,,,,,605130,Scott Barlow,2023,30,SD,RP,25,0,29.3,494
69177,543518,Scott McGough,2023,33,AZ,RP,62,0,68,1193,,,,,,,,,,,,,,,,,,,,605130,Scott Barlow,2023,30,KC,RP,38,0,38.7,702
69177,543518,Scott McGough,2023,33,AZ,SP,1,1,2.3,40,,,,,,,,,,,,,,,,,,,,543518,Scott McGough,2023,33,AZ,RP,62,0,68.0,1193
123765,663546,Sean Hjelle,2023,26,SF,RP,15,0,29,516,,,,,,,,,,,,,,,,,,,,543518,Scott McGough,2023,33,AZ,SP,1,1,2.3,40
103721,640455,Sean Manaea,2023,31,SF,RP,27,0,71,1218,,,,,,,,,,,,,,,,,,,,663546,Sean Hjelle,2023,26,SF,RP,15,0,29.0,516
103721,640455,Sean Manaea,2023,31,SF,SP,10,10,46.7,834,,,,,,,,,,,,,,,,,,,,640455,Sean Manaea,2023,31,SF,RP,27,0,71.0,1218
104863,656794,Sean Newcomb,2023,30,OAK,RP,5,0,8,139,,,,,,,,,,,,,,,,,,,,640455,Sean Manaea,2023,31,SF,SP,10,10,46.7,834
104863,656794,Sean Newcomb,2023,30,OAK,SP,2,2,7,141,,,,,,,,,,,,,,,,,,,,656794,Sean Newcomb,2023,30,OAK,RP,5,0,8.0,139
65982,543594,Sean Nolin,2023,33,MIA,RP,1,0,3,62,,,,,,,,,,,,,,,,,,,,656794,Sean Newcomb,2023,30,OAK,SP,2,2,7.0,141
103743,656887,Sean Reid-Foley,2023,27,NYM,RP,8,0,7.7,164,,,,,,,,,,,,,,,,,,,,543594,Sean Nolin,2023,33,MIA,RP,1,0,3.0,62
101008,622554,Seranthony Domínguez,2023,28,PHI,RP,57,0,50,858,,,,,,,,,,,,,,,,,,,,656887,Sean Reid-Foley,2023,27,NYM,RP,8,0,7.7,164
70069,607625,Seth Lugo,2023,33,SD,SP,26,26,146.3,2373,,,,,,,,,,,,,,,,,,,,622554,Seranthony Domínguez,2023,28,PHI,RP,57,0,50.0,858
108169,661527,Seth Martinez,2023,28,HOU,RP,35,0,43,764,,,,,,,,,,,,,,,,,,,,607625,Seth Lugo,2023,33,SD,SP,26,26,146.3,2373
108830,669456,Shane Bieber,2023,28,CLE,SP,21,21,128,1954,,,,,,,,,,,,,,,,,,,,661527,Seth Martinez,2023,28,HOU,RP,35,0,43.0,764
60907,572888,Shane Greene,2023,34,CHC,RP,2,0,3,42,,,,,,,,,,,,,,,,,,,,669456,Shane Bieber,2023,28,CLE,SP,21,21,128.0,1954
128501,663556,Shane McClanahan,2023,26,TB,SP,21,21,115,1821,,,,,,,,,,,,,,,,,,,,572888,Shane Greene,2023,34,CHC,RP,2,0,3.0,42
70293,542888,Shawn Armstrong,2023,32,TB,RP,33,0,40,613,,,,,,,,,,,,,,,,,,,,663556,Shane McClanahan,2023,26,TB,SP,21,21,115.0,1821
70293,542888,Shawn Armstrong,2023,32,TB,SP,6,6,12,184,,,,,,,,,,,,,,,,,,,,542888,Shawn Armstrong,2023,32,TB,RP,33,0,40.0,613
118876,681869,Shawn Dubin,2023,27,HOU,RP,2,0,5,104,,,,,,,,,,,,,,,,,,,,542888,Shawn Armstrong,2023,32,TB,SP,6,6,12.0,184
118876,681869,Shawn Dubin,2023,27,HOU,SP,1,1,4,68,,,,,,,,,,,,,,,,,,,,681869,Shawn Dubin,2023,27,HOU,RP,2,0,5.0,104
60626,571946,Shelby Miller,2023,32,LAD,RP,35,0,41,647,,,,,,,,,,,,,,,,,,,,681869,Shawn Dubin,2023,27,HOU,SP,1,1,4.0,68
60626,571946,Shelby Miller,2023,32,LAD,SP,1,1,1,16,,,,,,,,,,,,,,,,,,,,571946,Shelby Miller,2023,32,LAD,RP,35,0,41.0,647
120676,660261,Shintaro Fujinami,2023,29,OAK,RP,27,0,31.7,541,,,,,,,,,,,,,,,,,,,,571946,Shelby Miller,2023,32,LAD,SP,1,1,1.0,16
120676,660261,Shintaro Fujinami,2023,29,OAK,SP,7,7,17.7,355,,,,,,,,,,,,,,,,,,,,660261,Shintaro Fujinami,2023,29,OAK,RP,27,0,31.7,541
120676,660261,Shintaro Fujinami,2023,29,BAL,RP,30,0,29.7,508,,,,,,,,,,,,,,,,,,,,660261,Shintaro Fujinami,2023,29,OAK,SP,7,7,17.7,355
111306,660271,Shohei Ohtani,2023,28,LAA,SP,23,23,132,2087,,,,,,,,,,,,,,,,,,,,660261,Shintaro Fujinami,2023,29,BAL,RP,30,0,29.7,508
100355,611093,Silvino Bracho,2023,30,CIN,RP,5,0,7.3,126,,,,,,,,,,,,,,,,,,,,660271,Shohei Ohtani,2023,28,LAA,SP,23,23,132.0,2087
141257,680573,Simeon Woods Richardson,2023,22,MIN,RP,1,0,4.7,97,,,,,,,,,,,,,,,,,,,,611093,Silvino Bracho,2023,30,CIN,RP,5,0,7.3,126
115926,677944,Slade Cecconi,2023,24,AZ,RP,3,0,9.3,127,,,,,,,,,,,,,,,,,,,,680573,Simeon Woods Richardson,2023,22,MIN,RP,1,0,4.7,97
115926,677944,Slade Cecconi,2023,24,AZ,SP,4,4,17.7,290,,,,,,,,,,,,,,,,,,,,677944,Slade Cecconi,2023,24,AZ,RP,3,0,9.3,127
70306,543243,Sonny Gray,2023,33,MIN,SP,32,32,184,2818,,,,,,,,,,,,,,,,,,,,677944,Slade Cecconi,2023,24,AZ,SP,4,4,17.7,290
110045,675921,Spencer Howard,2023,26,TEX,RP,3,0,3.3,80,,,,,,,,,,,,,,,,,,,,543243,Sonny Gray,2023,33,MIN,SP,32,32,184.0,2818
69954,607359,Spencer Patton,2023,35,OAK,RP,12,0,12.3,205,,,,,,,,,,,,,,,,,,,,675921,Spencer Howard,2023,26,TEX,RP,3,0,3.3,80
137960,675911,Spencer Strider,2023,24,ATL,SP,32,32,186.7,3087,,,,,,,,,,,,,,,,,,,,607359,Spencer Patton,2023,35,OAK,RP,12,0,12.3,205
103809,605513,Spencer Turnbull,2023,30,DET,SP,7,7,31,555,,,,,,,,,,,,,,,,,,,,675911,Spencer Strider,2023,24,ATL,SP,32,32,186.7,3087
104943,657093,Spenser Watkins,2023,30,OAK,SP,1,1,4.3,90,,,,,,,,,,,,,,,,,,,,605513,Spencer Turnbull,2023,30,DET,SP,7,7,31.0,555
108296,668665,Stephen Nogosek,2023,28,NYM,RP,13,0,25.7,489,,,,,,,,,,,,,,,,,,,,657093,Spenser Watkins,2023,30,OAK,SP,1,1,4.3,90
109661,674444,Steven Cruz,2023,24,KC,RP,6,0,7,135,,,,,,,,,,,,,,,,,,,,668665,Stephen Nogosek,2023,28,NYM,RP,13,0,25.7,489
109661,674444,Steven Cruz,2023,24,KC,SP,4,4,5.7,109,,,,,,,,,,,,,,,,,,,,674444,Steven Cruz,2023,24,KC,RP,6,0,7.0,135
99821,571927,Steven Matz,2023,32,STL,RP,8,0,16,278,,,,,,,,,,,,,,,,,,,,674444,Steven Cruz,2023,24,KC,SP,4,4,5.7,109
99821,571927,Steven Matz,2023,32,STL,SP,17,17,89,1587,,,,,,,,,,,,,,,,,,,,571927,Steven Matz,2023,32,STL,RP,8,0,16.0,278
68933,595345,Steven Okert,2023,31,MIA,RP,62,0,57.7,989,,,,,,,,,,,,,,,,,,,,571927,Steven Matz,2023,32,STL,SP,17,17,89.0,1587
68933,595345,Steven Okert,2023,31,MIA,SP,2,2,1,30,,,,,,,,,,,,,,,,,,,,595345,Steven Okert,2023,31,MIA,RP,62,0,57.7,989
141089,621051,Steven Wilson,2023,28,SD,RP,52,0,53,938,,,,,,,,,,,,,,,,,,,,595345,Steven Okert,2023,31,MIA,SP,2,2,1.0,30
67148,592836,Taijuan Walker,2023,30,PHI,SP,31,31,172.7,2837,,,,,,,,,,,,,,,,,,,,621051,Steven Wilson,2023,28,SD,RP,52,0,53.0,938
114206,671737,Taj Bradley,2023,22,TB,RP,2,0,2,38,,,,,,,,,,,,,,,,,,,,592836,Taijuan Walker,2023,30,PHI,SP,31,31,172.7,2837
114206,671737,Taj Bradley,2023,22,TB,SP,21,21,102.7,1782,,,,,,,,,,,,,,,,,,,,671737,Taj Bradley,2023,22,TB,RP,2,0,2.0,38
103842,621383,Tanner Banks,2023,31,CWS,RP,29,0,50.7,815,,,,,,,,,,,,,,,,,,,,671737,Taj Bradley,2023,22,TB,SP,21,21,102.7,1782
103842,621383,Tanner Banks,2023,31,CWS,SP,3,3,10.3,192,,,,,,,,,,,,,,,,,,,,621383,Tanner Banks,2023,31,CWS,RP,29,0,50.7,815
113630,676440,Tanner Bibee,2023,24,CLE,SP,25,25,142,2323,,,,,,,,,,,,,,,,,,,,621383,Tanner Banks,2023,31,CWS,SP,3,3,10.3,192
111116,656557,Tanner Houck,2023,27,BOS,SP,21,21,106,1740,,,,,,,,,,,,,,,,,,,,676440,Tanner Bibee,2023,24,CLE,SP,25,25,142.0,2323
106709,663432,Tanner Rainey,2023,30,WSH,RP,1,0,1,18,,,,,,,,,,,,,,,,,,,,656557,Tanner Houck,2023,27,BOS,SP,21,21,106.0,1740
104899,656945,Tanner Scott,2023,28,MIA,RP,74,0,78,1208,,,,,,,,,,,,,,,,,,,,663432,Tanner Rainey,2023,30,WSH,RP,1,0,1.0,18
137044,669373,Tarik Skubal,2023,26,DET,SP,15,15,80.3,1218,,,,,,,,,,,,,,,,,,,,656945,Tanner Scott,2023,28,MIA,RP,74,0,78.0,1208
106870,642048,Tayler Saucedo,2023,30,SEA,RP,52,0,47.7,789,,,,,,,,,,,,,,,,,,,,669373,Tarik Skubal,2023,26,DET,SP,15,15,80.3,1218
70486,605463,Tayler Scott,2023,31,OAK,RP,7,0,7,137,,,,,,,,,,,,,,,,,,,,642048,Tayler Saucedo,2023,30,SEA,RP,52,0,47.7,789
70486,605463,Tayler Scott,2023,31,OAK,SP,1,1,1,12,,,,,,,,,,,,,,,,,,,,605463,Tayler Scott,2023,31,OAK,RP,7,0,7.0,137
70486,605463,Tayler Scott,2023,31,LAD,RP,6,0,6,112,,,,,,,,,,,,,,,,,,,,605463,Tayler Scott,2023,31,OAK,SP,1,1,1.0,12
70486,605463,Tayler Scott,2023,31,BOS,RP,3,0,2.7,63,,,,,,,,,,,,,,,,,,,,605463,Tayler Scott,2023,31,LAD,RP,6,0,6.0,112
70486,605463,Tayler Scott,2023,31,BOS,SP,1,1,1,14,,,,,,,,,,,,,,,,,,,,605463,Tayler Scott,2023,31,BOS,RP,3,0,2.7,63
105736,664199,Taylor Clarke,2023,30,KC,RP,56,0,56,1034,,,,,,,,,,,,,,,,,,,,605463,Tayler Scott,2023,31,BOS,SP,1,1,1.0,14
105736,664199,Taylor Clarke,2023,30,KC,SP,2,2,3,34,,,,,,,,,,,,,,,,,,,,664199,Taylor Clarke,2023,30,KC,RP,56,0,56.0,1034
106125,621368,Taylor Hearn,2023,28,TEX,RP,4,0,7,138,,,,,,,,,,,,,,,,,,,,664199,Taylor Clarke,2023,30,KC,SP,2,2,3.0,34
106125,621368,Taylor Hearn,2023,28,KC,RP,8,0,7.7,151,,,,,,,,,,,,,,,,,,,,621368,Taylor Hearn,2023,28,TEX,RP,4,0,7.0,138
99954,573124,Taylor Rogers,2023,32,SF,RP,60,0,51.7,835,,,,,,,,,,,,,,,,,,,,621368,Taylor Hearn,2023,28,KC,RP,8,0,7.7,151
103747,622088,Tejay Antone,2023,29,CIN,RP,4,0,3.7,64,,,,,,,,,,,,,,,,,,,,573124,Taylor Rogers,2023,32,SF,RP,60,0,51.7,835
103747,622088,Tejay Antone,2023,29,CIN,SP,1,1,2,26,,,,,,,,,,,,,,,,,,,,622088,Tejay Antone,2023,29,CIN,RP,4,0,3.7,64
140355,663658,Thaddeus Ward,2023,26,WSH,RP,26,0,35.3,681,,,,,,,,,,,,,,,,,,,,622088,Tejay Antone,2023,29,CIN,SP,1,1,2.0,26
109150,641672,Thomas Hatch,2023,28,PIT,RP,10,0,17,264,,,,,,,,,,,,,,,,,,,,663658,Thaddeus Ward,2023,26,WSH,RP,26,0,35.3,681
109150,641672,Thomas Hatch,2023,28,PIT,SP,2,2,5.3,78,,,,,,,,,,,,,,,,,,,,641672,Thomas Hatch,2023,28,PIT,RP,10,0,17.0,264
109150,641672,Thomas Hatch,2023,28,TOR,RP,6,0,6.3,132,,,,,,,,,,,,,,,,,,,,641672,Thomas Hatch,2023,28,PIT,SP,2,2,5.3,78
102187,623381,Thomas Pannone,2023,29,MIL,RP,1,0,2.7,59,,,,,,,,,,,,,,,,,,,,641672,Thomas Hatch,2023,28,TOR,RP,6,0,6.3,132
69038,600986,Thyago Vieira,2023,30,MIL,RP,2,0,3,36,,,,,,,,,,,,,,,,,,,,623381,Thomas Pannone,2023,29,MIL,RP,1,0,2.7,59
123585,682120,Tim Herrin,2023,26,CLE,RP,23,0,27.7,509,,,,,,,,,,,,,,,,,,,,600986,Thyago Vieira,2023,30,MIL,RP,2,0,3.0,36
105123,657612,Tim Hill,2023,33,SD,RP,48,0,44.3,716,,,,,,,,,,,,,,,,,,,,682120,Tim Herrin,2023,26,CLE,RP,23,0,27.7,509
102658,641835,Tim Mayza,2023,31,TOR,RP,69,0,53.3,809,,,,,,,,,,,,,,,,,,,,657612,Tim Hill,2023,33,SD,RP,48,0,44.3,716
58436,519008,T.J. McFarland,2023,34,NYM,RP,3,0,1.7,51,,,,,,,,,,,,,,,,,,,,641835,Tim Mayza,2023,31,TOR,RP,69,0,53.3,809
109642,676680,Tom Cosgrove,2023,27,SD,RP,54,0,51.3,837,,,,,,,,,,,,,,,,,,,,519008,T.J. McFarland,2023,34,NYM,RP,3,0,1.7,51
109756,656382,Tommy Doyle,2023,27,COL,RP,15,0,23.7,352,,,,,,,,,,,,,,,,,,,,676680,Tom Cosgrove,2023,27,SD,RP,54,0,51.3,837
123283,674072,Tommy Henry,2023,25,AZ,RP,1,0,1.3,10,,,,,,,,,,,,,,,,,,,,656382,Tommy Doyle,2023,27,COL,RP,15,0,23.7,352
123283,674072,Tommy Henry,2023,25,AZ,SP,16,16,87.7,1379,,,,,,,,,,,,,,,,,,,,674072,Tommy Henry,2023,25,AZ,RP,1,0,1.3,10
57403,488984,Tommy Hunter,2023,36,NYM,RP,14,0,23.7,367,,,,,,,,,,,,,,,,,,,,674072,Tommy Henry,2023,25,AZ,SP,16,16,87.7,1379
67028,592454,Tommy Kahnle,2023,33,NYY,RP,42,0,40.7,685,,,,,,,,,,,,,,,,,,,,488984,Tommy Hunter,2023,36,NYM,RP,14,0,23.7,367
58459,543548,Tommy Milone,2023,36,SEA,SP,2,2,9,163,,,,,,,,,,,,,,,,,,,,592454,Tommy Kahnle,2023,33,NYY,RP,42,0,40.7,685
107865,664062,Tony Gonsolin,2023,29,LAD,SP,20,20,103,1664,,,,,,,,,,,,,,,,,,,,543548,Tommy Milone,2023,36,SEA,SP,2,2,9.0,163
106864,663574,Tony Santillan,2023,26,CIN,RP,3,0,3.3,59,,,,,,,,,,,,,,,,,,,,664062,Tony Gonsolin,2023,29,LAD,SP,20,20,103.0,1664
104930,657053,Touki Toussaint,2023,27,CWS,RP,4,0,12.7,194,,,,,,,,,,,,,,,,,,,,663574,Tony Santillan,2023,26,CIN,RP,3,0,3.3,59
104930,657053,Touki Toussaint,2023,27,CWS,SP,15,15,70.7,1319,,,,,,,,,,,,,,,,,,,,657053,Touki Toussaint,2023,27,CWS,RP,4,0,12.7,194
104930,657053,Touki Toussaint,2023,27,CLE,SP,1,1,3.7,82,,,,,,,,,,,,,,,,,,,,657053,Touki Toussaint,2023,27,CWS,SP,15,15,70.7,1319
107018,663423,Trent Thornton,2023,29,SEA,RP,22,0,24,341,,,,,,,,,,,,,,,,,,,,657053,Touki Toussaint,2023,27,CLE,SP,1,1,3.7,82
107018,663423,Trent Thornton,2023,29,SEA,SP,1,1,2,36,,,,,,,,,,,,,,,,,,,,663423,Trent Thornton,2023,29,SEA,RP,22,0,24.0,341
107018,663423,Trent Thornton,2023,29,TOR,RP,4,0,5.3,81,,,,,,,,,,,,,,,,,,,,663423,Trent Thornton,2023,29,SEA,SP,1,1,2.0,36
102601,641627,Trevor Gott,2023,30,SEA,RP,30,0,29,475,,,,,,,,,,,,,,,,,,,,663423,Trent Thornton,2023,29,TOR,RP,4,0,5.3,81
102601,641627,Trevor Gott,2023,30,NYM,RP,34,0,29,502,,,,,,,,,,,,,,,,,,,,641627,Trevor Gott,2023,30,SEA,RP,30,0,29.0,475
106243,665001,Trevor Kelley,2023,30,TB,RP,7,0,9,174,,,,,,,,,,,,,,,,,,,,641627,Trevor Gott,2023,30,NYM,RP,34,0,29.0,502
106243,665001,Trevor Kelley,2023,30,TB,SP,3,3,6.3,98,,,,,,,,,,,,,,,,,,,,665001,Trevor Kelley,2023,30,TB,RP,7,0,9.0,174
58911,543507,Trevor May,2023,33,OAK,RP,49,0,46.7,777,,,,,,,,,,,,,,,,,,,,665001,Trevor Kelley,2023,30,TB,SP,3,3,6.3,98
106454,656730,Trevor Megill,2023,29,MIL,RP,29,0,32.7,559,,,,,,,,,,,,,,,,,,,,543507,Trevor May,2023,33,OAK,RP,49,0,46.7,777
106454,656730,Trevor Megill,2023,29,MIL,SP,2,2,2,40,,,,,,,,,,,,,,,,,,,,656730,Trevor Megill,2023,29,MIL,RP,29,0,32.7,559
109041,670950,Trevor Richards,2023,30,TOR,RP,53,0,63.7,1194,,,,,,,,,,,,,,,,,,,,656730,Trevor Megill,2023,29,MIL,SP,2,2,2.0,40
109041,670950,Trevor Richards,2023,30,TOR,SP,3,3,9,158,,,,,,,,,,,,,,,,,,,,670950,Trevor Richards,2023,30,TOR,RP,53,0,63.7,1194
111286,669432,Trevor Rogers,2023,25,MIA,SP,4,4,18,330,,,,,,,,,,,,,,,,,,,,670950,Trevor Richards,2023,30,TOR,SP,3,3,9.0,158
110894,663986,Trevor Stephan,2023,27,CLE,RP,71,0,68.7,1127,,,,,,,,,,,,,,,,,,,,669432,Trevor Rogers,2023,25,MIA,SP,4,4,18.0,330
100206,592866,Trevor Williams,2023,31,WSH,SP,30,30,144.3,2608,,,,,,,,,,,,,,,,,,,,663986,Trevor Stephan,2023,27,CLE,RP,71,0,68.7,1127
107135,622259,Trey Wingenter,2023,29,DET,RP,17,0,17,309,,,,,,,,,,,,,,,,,,,,592866,Trevor Williams,2023,31,WSH,SP,30,30,144.3,2608
113203,663941,Tristan Beck,2023,27,SF,RP,30,0,73,1109,,,,,,,,,,,,,,,,,,,,622259,Trey Wingenter,2023,29,DET,RP,17,0,17.0,309
113203,663941,Tristan Beck,2023,27,SF,SP,3,3,12,189,,,,,,,,,,,,,,,,,,,,663941,Tristan Beck,2023,27,SF,RP,30,0,73.0,1109
107172,663474,Triston McKenzie,2023,25,CLE,SP,4,4,16,300,,,,,,,,,,,,,,,,,,,,663941,Tristan Beck,2023,27,SF,SP,3,3,12.0,189
59592,571466,Tucker Barnhart,2023,32,CHC,RP,4,0,4,42,,,,,,,,,,,,,,,,,,,,663474,Triston McKenzie,2023,25,CLE,SP,4,4,16.0,300
107689,656353,Tucker Davidson,2023,27,KC,RP,19,0,18.7,281,,,,,,,,,,,,,,,,,,,,571466,Tucker Barnhart,2023,32,CHC,RP,4,0,4.0,42
107689,656353,Tucker Davidson,2023,27,KC,SP,1,1,1,14,,,,,,,,,,,,,,,,,,,,656353,Tucker Davidson,2023,27,KC,RP,19,0,18.7,281
107689,656353,Tucker Davidson,2023,27,LAA,RP,18,0,31.7,552,,,,,,,,,,,,,,,,,,,,656353,Tucker Davidson,2023,27,KC,SP,1,1,1.0,14
143767,686654,Ty Adcock,2023,26,SEA,RP,12,0,15.7,207,,,,,,,,,,,,,,,,,,,,656353,Tucker Davidson,2023,27,LAA,RP,18,0,31.7,552
101991,621389,Ty Blach,2023,32,COL,RP,7,0,13.3,232,,,,,,,,,,,,,,,,,,,,686654,Ty Adcock,2023,26,SEA,RP,12,0,15.7,207
101991,621389,Ty Blach,2023,32,COL,SP,13,13,64.7,1032,,,,,,,,,,,,,,,,,,,,621389,Ty Blach,2023,32,COL,RP,7,0,13.3,232
105472,641302,Tyler Alexander,2023,28,DET,RP,24,0,41,634,,,,,,,,,,,,,,,,,,,,621389,Ty Blach,2023,32,COL,SP,13,13,64.7,1032
105472,641302,Tyler Alexander,2023,28,DET,SP,1,1,3,45,,,,,,,,,,,,,,,,,,,,641302,Tyler Alexander,2023,28,DET,RP,24,0,41.0,634
65947,542881,Tyler Anderson,2023,33,LAA,RP,2,0,9,158,,,,,,,,,,,,,,,,,,,,641302,Tyler Alexander,2023,28,DET,SP,1,1,3.0,45
65947,542881,Tyler Anderson,2023,33,LAA,SP,25,25,132,2273,,,,,,,,,,,,,,,,,,,,542881,Tyler Anderson,2023,33,LAA,RP,2,0,9.0,158
105806,664202,Tyler Cyr,2023,30,LAD,RP,2,0,1.7,26,,,,,,,,,,,,,,,,,,,,542881,Tyler Anderson,2023,33,LAA,SP,25,25,132.0,2273
100292,608648,Tyler Duffey,2023,32,CHC,RP,1,0,2,31,,,,,,,,,,,,,,,,,,,,664202,Tyler Cyr,2023,30,LAD,RP,2,0,1.7,26
106041,656457,Tyler Gilbert,2023,29,AZ,RP,11,0,17.3,263,,,,,,,,,,,,,,,,,,,,608648,Tyler Duffey,2023,32,CHC,RP,1,0,2.0,31
70795,607192,Tyler Glasnow,2023,29,TB,SP,21,21,120,1894,,,,,,,,,,,,,,,,,,,,656457,Tyler Gilbert,2023,29,AZ,RP,11,0,17.3,263
123933,663947,Tyler Holton,2023,27,DET,RP,58,0,84.3,1182,,,,,,,,,,,,,,,,,,,,607192,Tyler Glasnow,2023,29,TB,SP,21,21,120.0,1894
123933,663947,Tyler Holton,2023,27,DET,SP,1,1,1,13,,,,,,,,,,,,,,,,,,,,663947,Tyler Holton,2023,27,DET,RP,58,0,84.3,1182
102634,641755,Tyler Kinley,2023,32,COL,RP,18,0,16.3,298,,,,,,,,,,,,,,,,,,,,663947,Tyler Holton,2023,27,DET,SP,1,1,1.0,13
102652,641816,Tyler Mahle,2023,28,MIN,SP,5,5,25.7,421,,,,,,,,,,,,,,,,,,,,641755,Tyler Kinley,2023,32,COL,RP,18,0,16.3,298
103494,643511,Tyler Rogers,2023,32,SF,RP,68,0,74,1124,,,,,,,,,,,,,,,,,,,,641816,Tyler Mahle,2023,28,MIN,SP,5,5,25.7,421
109104,669330,Tyler Wells,2023,28,BAL,RP,5,0,10,112,,,,,,,,,,,,,,,,,,,,643511,Tyler Rogers,2023,32,SF,RP,68,0,74.0,1124
109104,669330,Tyler Wells,2023,28,BAL,SP,20,20,108.7,1791,,,,,,,,,,,,,,,,,,,,669330,Tyler Wells,2023,28,BAL,RP,5,0,10.0,112
128959,656731,Tylor Megill,2023,27,NYM,SP,25,25,126.3,2235,,,,,,,,,,,,,,,,,,,,669330,Tyler Wells,2023,28,BAL,SP,20,20,108.7,1791
108984,668338,Tyson Miller,2023,27,MIL,RP,7,0,9.3,141,,,,,,,,,,,,,,,,,,,,656731,Tylor Megill,2023,27,NYM,SP,25,25,126.3,2235
108984,668338,Tyson Miller,2023,27,NYM,RP,1,0,2,31,,,,,,,,,,,,,,,,,,,,668338,Tyson Miller,2023,27,MIL,RP,7,0,9.3,141
108984,668338,Tyson Miller,2023,27,LAD,RP,2,0,4,52,,,,,,,,,,,,,,,,,,,,668338,Tyson Miller,2023,27,NYM,RP,1,0,2.0,31
102207,624647,Victor González,2023,27,LAD,RP,33,0,33,496,,,,,,,,,,,,,,,,,,,,668338,Tyson Miller,2023,27,LAD,RP,2,0,4.0,52
148204,682989,Victor Mederos,2023,22,LAA,RP,3,0,3,66,,,,,,,,,,,,,,,,,,,,624647,Victor González,2023,27,LAD,RP,33,0,33.0,496
140142,680767,Victor Vodnik,2023,23,COL,RP,6,0,8.7,186,,,,,,,,,,,,,,,,,,,,682989,Victor Mederos,2023,22,LAA,RP,3,0,3.0,66
67143,592826,Vince Velasquez,2023,31,PIT,SP,8,8,37.3,650,,,,,,,,,,,,,,,,,,,,680767,Victor Vodnik,2023,23,COL,RP,6,0,8.7,186
105174,657697,Vinny Nittoli,2023,32,NYM,RP,3,0,3.7,54,,,,,,,,,,,,,,,,,,,,592826,Vince Velasquez,2023,31,PIT,SP,8,8,37.3,650
58453,489119,Wade Miley,2023,36,MIL,SP,23,23,120.3,1871,,,,,,,,,,,,,,,,,,,,657697,Vinny Nittoli,2023,32,NYM,RP,3,0,3.7,54
67560,593833,Wander Suero,2023,31,LAD,RP,5,0,8,159,,,,,,,,,,,,,,,,,,,,489119,Wade Miley,2023,36,MIL,SP,23,23,120.3,1871
67604,593974,Wandy Peralta,2023,31,NYY,RP,63,0,54,878,,,,,,,,,,,,,,,,,,,,593833,Wander Suero,2023,31,LAD,RP,5,0,8.0,159
102489,641149,Wes Parsons,2023,30,TOR,SP,1,1,4,89,,,,,,,,,,,,,,,,,,,,593974,Wandy Peralta,2023,31,NYY,RP,63,0,54.0,878
111103,640444,Wil Crowe,2023,28,PIT,RP,5,0,9.7,179,,,,,,,,,,,,,,,,,,,,641149,Wes Parsons,2023,30,TOR,SP,1,1,4.0,89
104205,650489,Willi Castro,2023,26,MIN,RP,3,0,2.3,36,,,,,,,,,,,,,,,,,,,,640444,Wil Crowe,2023,28,PIT,RP,5,0,9.7,179
58281,519293,Will Smith,2023,33,TEX,RP,60,0,57.3,858,,,,,,,,,,,,,,,,,,,,650489,Willi Castro,2023,26,MIN,RP,3,0,2.3,36
111013,676684,Will Vest,2023,28,DET,RP,44,0,44.7,727,,,,,,,,,,,,,,,,,,,,519293,Will Smith,2023,33,TEX,RP,60,0,57.3,858
