bpid,mlbid,Name,Year,Age,Team,Role,G,GS,IP,Pitches,,,,,,,,,,,,,,,,,,,,mlbid,Name,Year,Age,Team,Role,G,GS,IP,Pitches
45398,452678,Asdrúbal Cabrera,2021,35,AZ,RP,2,0,1.3,17,,,,,,,,,,,,,,,,,,,,452678,Asdrúbal Cabrera,2021,35,AZ,RP,2,0,1.3,17
67154,592879,Asher Wojciechowski,2021,32,NYY,SP,1,1,4,83,,,,,,,,,,,,,,,,,,,,592879,Asher Wojciechowski,2021,32,NYY,SP,1,1,4.0,83
101459,623485,Ashton Goudeau,2021,28,COL,RP,10,0,22.3,343,,,,,,,,,,,,,,,,,,,,623485,Ashton Goudeau,2021,28,COL,RP,10,0,22.3,343
101459,623485,Ashton Goudeau,2021,28,COL,SP,1,1,3,57,,,,,,,,,,,,,,,,,,,,623485,Ashton Goudeau,2021,28,COL,SP,1,1,3.0,57
101459,623485,Ashton Goudeau,2021,28,CIN,RP,5,0,9,168,,,,,,,,,,,,,,,,,,,,623485,Ashton Goudeau,2021,28,CIN,RP,5,0,9.0,168
100392,613534,Austin Adams,2021,30,SD,RP,65,0,52.7,962,,,,,,,,,,,,,,,,,,,,613534,Austin Adams,2021,30,SD,RP,65,0,52.7,962
66940,592169,Austin Brice,2021,29,BOS,RP,13,0,13.7,274,,,,,,,,,,,,,,,,,,,,592169,Austin Brice,2021,29,BOS,RP,13,0,13.7,274
104760,656354,Austin Davis,2021,28,PIT,RP,10,0,9.7,167,,,,,,,,,,,,,,,,,,,,656354,Austin Davis,2021,28,PIT,RP,10,0,9.7,167
104760,656354,Austin Davis,2021,28,BOS,RP,19,0,16.7,306,,,,,,,,,,,,,,,,,,,,656354,Austin Davis,2021,28,BOS,RP,19,0,16.7,306
103789,596295,Austin Gomber,2021,27,COL,SP,23,23,115.3,1851,,,,,,,,,,,,,,,,,,,,596295,Austin Gomber,2021,27,COL,SP,23,23,115.3,1851
103484,643493,Austin Pruitt,2021,31,MIA,RP,4,0,4.7,63,,,,,,,,,,,,,,,,,,,,643493,Austin Pruitt,2021,31,MIA,RP,4,0,4.7,63
103484,643493,Austin Pruitt,2021,31,HOU,RP,2,0,2.7,47,,,,,,,,,,,,,,,,,,,,643493,Austin Pruitt,2021,31,HOU,RP,2,0,2.7,47
102084,608723,Austin Voth,2021,29,WAS,RP,48,0,55.3,997,,,,,,,,,,,,,,,,,,,,608723,Austin Voth,2021,29,WAS,RP,48,0,55.3,997
102084,608723,Austin Voth,2021,29,WAS,SP,1,1,2,24,,,,,,,,,,,,,,,,,,,,608723,Austin Voth,2021,29,WAS,SP,1,1,2.0,24
140382,681810,Austin Warren,2021,25,LAA,RP,16,0,20.3,306,,,,,,,,,,,,,,,,,,,,681810,Austin Warren,2021,25,LAA,RP,16,0,20.3,306
103280,642851,Austin Wynns,2021,30,BAL,RP,1,0,1,9,,,,,,,,,,,,,,,,,,,,642851,Austin Wynns,2021,30,BAL,RP,1,0,1.0,9
105936,663559,Bailey Falter,2021,24,PHI,RP,21,0,31.7,522,,,,,,,,,,,,,,,,,,,,663559,Bailey Falter,2021,24,PHI,RP,21,0,31.7,522
105936,663559,Bailey Falter,2021,24,PHI,SP,1,1,2,30,,,,,,,,,,,,,,,,,,,,663559,Bailey Falter,2021,24,PHI,SP,1,1,2.0,30
111133,641927,Bailey Ober,2021,25,MIN,SP,20,20,92.3,1476,,,,,,,,,,,,,,,,,,,,641927,Bailey Ober,2021,25,MIN,SP,20,20,92.3,1476
105643,663366,Beau Burrows,2021,24,MIN,RP,4,0,7.3,153,,,,,,,,,,,,,,,,,,,,663366,Beau Burrows,2021,24,MIN,RP,4,0,7.3,153
105643,663366,Beau Burrows,2021,24,MIN,SP,1,1,2,64,,,,,,,,,,,,,,,,,,,,663366,Beau Burrows,2021,24,MIN,SP,1,1,2.0,64
105643,663366,Beau Burrows,2021,24,DET,RP,1,0,1.7,48,,,,,,,,,,,,,,,,,,,,663366,Beau Burrows,2021,24,DET,RP,1,0,1.7,48
107522,641386,Ben Bowden,2021,26,COL,RP,39,0,35.7,674,,,,,,,,,,,,,,,,,,,,641386,Ben Bowden,2021,26,COL,RP,39,0,35.7,674
67863,594985,Ben Rowen,2021,32,LAA,RP,8,0,11.3,198,,,,,,,,,,,,,,,,,,,,594985,Ben Rowen,2021,32,LAA,RP,8,0,11.3,198
57948,543278,Blaine Hardy,2021,34,MIL,RP,1,0,1,31,,,,,,,,,,,,,,,,,,,,543278,Blaine Hardy,2021,34,MIL,RP,1,0,1.0,31
51962,453284,Blake Parker,2021,36,CLE,RP,47,0,43.7,713,,,,,,,,,,,,,,,,,,,,453284,Blake Parker,2021,36,CLE,RP,47,0,43.7,713
70271,605483,Blake Snell,2021,28,SD,SP,27,27,128.7,2344,,,,,,,,,,,,,,,,,,,,605483,Blake Snell,2021,28,SD,SP,27,27,128.7,2344
102762,642130,Blake Taylor,2021,25,HOU,RP,51,0,42.7,748,,,,,,,,,,,,,,,,,,,,642130,Blake Taylor,2021,25,HOU,RP,51,0,42.7,748
68804,595014,Blake Treinen,2021,33,LAD,RP,72,0,72.3,1095,,,,,,,,,,,,,,,,,,,,595014,Blake Treinen,2021,33,LAD,RP,72,0,72.3,1095
65809,502202,Brad Boxberger,2021,33,MIL,RP,71,0,64.7,1074,,,,,,,,,,,,,,,,,,,,502202,Brad Boxberger,2021,33,MIL,RP,71,0,64.7,1074
58089,542960,Brad Brach,2021,35,CIN,RP,35,0,30,579,,,,,,,,,,,,,,,,,,,,542960,Brad Brach,2021,35,CIN,RP,35,0,30.0,579
57938,543272,Brad Hand,2021,31,NYM,RP,16,0,13.3,229,,,,,,,,,,,,,,,,,,,,543272,Brad Hand,2021,31,NYM,RP,16,0,13.3,229
57938,543272,Brad Hand,2021,31,WAS,RP,41,0,42.7,697,,,,,,,,,,,,,,,,,,,,543272,Brad Hand,2021,31,WAS,RP,41,0,42.7,697
57938,543272,Brad Hand,2021,31,TOR,RP,11,0,8.7,150,,,,,,,,,,,,,,,,,,,,543272,Brad Hand,2021,31,TOR,RP,11,0,8.7,150
102632,641745,Brad Keller,2021,25,KC,SP,26,26,133.7,2348,,,,,,,,,,,,,,,,,,,,641745,Brad Keller,2021,25,KC,SP,26,26,133.7,2348
57086,502748,Brad Peacock,2021,33,BOS,RP,1,0,3,47,,,,,,,,,,,,,,,,,,,,502748,Brad Peacock,2021,33,BOS,RP,1,0,3.0,47
57086,502748,Brad Peacock,2021,33,BOS,SP,1,1,2.3,48,,,,,,,,,,,,,,,,,,,,502748,Brad Peacock,2021,33,BOS,SP,1,1,2.3,48
103857,623364,Brad Wieck,2021,29,CHC,RP,15,0,17,293,,,,,,,,,,,,,,,,,,,,623364,Brad Wieck,2021,29,CHC,RP,15,0,17.0,293
100510,621078,Brady Lail,2021,27,SEA,RP,2,0,2,28,,,,,,,,,,,,,,,,,,,,621078,Brady Lail,2021,27,SEA,RP,2,0,2.0,28
137001,663903,Brady Singer,2021,24,KC,SP,27,27,128.3,2283,,,,,,,,,,,,,,,,,,,,663903,Brady Singer,2021,24,KC,SP,27,27,128.3,2283
109459,656232,Brandon Bielak,2021,25,HOU,RP,26,0,44.3,726,,,,,,,,,,,,,,,,,,,,656232,Brandon Bielak,2021,25,HOU,RP,26,0,44.3,726
109459,656232,Brandon Bielak,2021,25,HOU,SP,2,2,5.7,109,,,,,,,,,,,,,,,,,,,,656232,Brandon Bielak,2021,25,HOU,SP,2,2,5.7,109
68518,592165,Brandon Brennan,2021,29,BOS,RP,1,0,3,42,,,,,,,,,,,,,,,,,,,,592165,Brandon Brennan,2021,29,BOS,RP,1,0,3.0,42
51169,505447,Brandon Dickson,2021,36,STL,RP,2,0,2,35,,,,,,,,,,,,,,,,,,,,505447,Brandon Dickson,2021,36,STL,RP,2,0,2.0,35
46298,445213,Brandon Kintzler,2021,36,PHI,RP,28,0,28.7,499,,,,,,,,,,,,,,,,,,,,445213,Brandon Kintzler,2021,36,PHI,RP,28,0,28.7,499
46298,445213,Brandon Kintzler,2021,36,PHI,SP,1,1,1,13,,,,,,,,,,,,,,,,,,,,445213,Brandon Kintzler,2021,36,PHI,SP,1,1,1.0,13
107263,663399,Brandon Waddell,2021,27,MIN,RP,4,0,4,90,,,,,,,,,,,,,,,,,,,,663399,Brandon Waddell,2021,27,MIN,RP,4,0,4.0,90
107263,663399,Brandon Waddell,2021,27,STL,RP,4,0,4.3,109,,,,,,,,,,,,,,,,,,,,663399,Brandon Waddell,2021,27,STL,RP,4,0,4.3,109
107263,663399,Brandon Waddell,2021,27,BAL,RP,1,0,1,14,,,,,,,,,,,,,,,,,,,,663399,Brandon Waddell,2021,27,BAL,RP,1,0,1.0,14
70798,605540,Brandon Woodruff,2021,28,MIL,SP,30,30,179.3,2810,,,,,,,,,,,,,,,,,,,,605540,Brandon Woodruff,2021,28,MIL,SP,30,30,179.3,2810
68414,519443,Brandon Workman,2021,32,CHC,RP,10,0,8,175,,,,,,,,,,,,,,,,,,,,519443,Brandon Workman,2021,32,CHC,RP,10,0,8.0,175
68414,519443,Brandon Workman,2021,32,BOS,RP,19,0,20,340,,,,,,,,,,,,,,,,,,,,519443,Brandon Workman,2021,32,BOS,RP,19,0,20.0,340
109264,670087,Brandyn Sittinger,2021,27,AZ,RP,5,0,4.7,80,,,,,,,,,,,,,,,,,,,,670087,Brandyn Sittinger,2021,27,AZ,RP,5,0,4.7,80
109128,666129,Braxton Garrett,2021,23,MIA,RP,1,0,3,51,,,,,,,,,,,,,,,,,,,,666129,Braxton Garrett,2021,23,MIA,RP,1,0,3.0,51
109128,666129,Braxton Garrett,2021,23,MIA,SP,7,7,31,553,,,,,,,,,,,,,,,,,,,,666129,Braxton Garrett,2021,23,MIA,SP,7,7,31.0,553
103893,641703,Brent Honeywell,2021,26,TB,RP,1,0,1.3,27,,,,,,,,,,,,,,,,,,,,641703,Brent Honeywell,2021,26,TB,RP,1,0,1.3,27
103893,641703,Brent Honeywell,2021,26,TB,SP,2,2,3,51,,,,,,,,,,,,,,,,,,,,641703,Brent Honeywell,2021,26,TB,SP,2,2,3.0,51
100324,608718,Brent Suter,2021,31,MIL,RP,60,0,71,1182,,,,,,,,,,,,,,,,,,,,608718,Brent Suter,2021,31,MIL,RP,60,0,71.0,1182
100324,608718,Brent Suter,2021,31,MIL,SP,1,1,2.3,39,,,,,,,,,,,,,,,,,,,,608718,Brent Suter,2021,31,MIL,SP,1,1,2.3,39
57286,474463,Brett Anderson,2021,33,MIL,SP,24,24,96,1505,,,,,,,,,,,,,,,,,,,,474463,Brett Anderson,2021,33,MIL,SP,24,24,96.0,1505
117754,676969,Brett de Geus,2021,23,TEX,RP,19,0,26.7,479,,,,,,,,,,,,,,,,,,,,676969,Brett de Geus,2021,23,TEX,RP,19,0,26.7,479
117754,676969,Brett de Geus,2021,23,AZ,RP,28,0,23.3,425,,,,,,,,,,,,,,,,,,,,676969,Brett de Geus,2021,23,AZ,RP,28,0,23.3,425
104839,656685,Brett Martin,2021,26,TEX,RP,66,0,62.3,918,,,,,,,,,,,,,,,,,,,,656685,Brett Martin,2021,26,TEX,RP,66,0,62.3,918
100628,621433,Brett Phillips,2021,27,TB,RP,1,0,1,23,,,,,,,,,,,,,,,,,,,,621433,Brett Phillips,2021,27,TB,RP,1,0,1.0,23
59664,571788,Brock Holt,2021,33,TEX,RP,1,0,1,9,,,,,,,,,,,,,,,,,,,,571788,Brock Holt,2021,33,TEX,RP,1,0,1.0,9
106267,621259,Brody Koerner,2021,27,NYY,RP,2,0,3,52,,,,,,,,,,,,,,,,,,,,621259,Brody Koerner,2021,27,NYY,RP,2,0,3.0,52
108066,621139,Brooks Kriske,2021,27,NYY,RP,8,0,7.7,140,,,,,,,,,,,,,,,,,,,,621139,Brooks Kriske,2021,27,NYY,RP,8,0,7.7,140
108066,621139,Brooks Kriske,2021,27,BAL,RP,4,0,3.7,54,,,,,,,,,,,,,,,,,,,,621139,Brooks Kriske,2021,27,BAL,RP,4,0,3.7,54
59507,548384,Brooks Raley,2021,33,HOU,RP,58,0,49,864,,,,,,,,,,,,,,,,,,,,548384,Brooks Raley,2021,33,HOU,RP,58,0,49.0,864
111081,669145,Bruce Zimmermann,2021,26,BAL,RP,1,0,5.7,84,,,,,,,,,,,,,,,,,,,,669145,Bruce Zimmermann,2021,26,BAL,RP,1,0,5.7,84
111081,669145,Bruce Zimmermann,2021,26,BAL,SP,13,13,58.7,1021,,,,,,,,,,,,,,,,,,,,669145,Bruce Zimmermann,2021,26,BAL,SP,13,13,58.7,1021
106074,660813,Brusdar Graterol,2021,22,LAD,RP,33,0,32.3,502,,,,,,,,,,,,,,,,,,,,660813,Brusdar Graterol,2021,22,LAD,RP,33,0,32.3,502
106074,660813,Brusdar Graterol,2021,22,LAD,SP,1,1,1,21,,,,,,,,,,,,,,,,,,,,660813,Brusdar Graterol,2021,22,LAD,SP,1,1,1.0,21
104258,650556,Bryan Abreu,2021,24,HOU,RP,31,0,36,689,,,,,,,,,,,,,,,,,,,,650556,Bryan Abreu,2021,24,HOU,RP,31,0,36.0,689
107441,641329,Bryan Baker,2021,26,TOR,RP,1,0,1,19,,,,,,,,,,,,,,,,,,,,641329,Bryan Baker,2021,26,TOR,RP,1,0,1.0,19
108888,650530,Bryan Garcia,2021,26,DET,RP,39,0,39.3,731,,,,,,,,,,,,,,,,,,,,650530,Bryan Garcia,2021,26,DET,RP,39,0,39.3,731
67016,592407,Bryan Holaday,2021,33,AZ,RP,1,0,1,16,,,,,,,,,,,,,,,,,,,,592407,Bryan Holaday,2021,33,AZ,RP,1,0,1.0,16
66570,571951,Bryan Mitchell,2021,30,MIA,RP,2,0,4,67,,,,,,,,,,,,,,,,,,,,571951,Bryan Mitchell,2021,30,MIA,RP,2,0,4.0,67
58661,543766,Bryan Shaw,2021,33,CLE,RP,81,0,77.3,1367,,,,,,,,,,,,,,,,,,,,543766,Bryan Shaw,2021,33,CLE,RP,81,0,77.3,1367
109108,669060,Bryse Wilson,2021,23,ATL,SP,8,8,33.7,533,,,,,,,,,,,,,,,,,,,,669060,Bryse Wilson,2021,23,ATL,SP,8,8,33.7,533
109108,669060,Bryse Wilson,2021,23,PIT,SP,8,8,40.3,603,,,,,,,,,,,,,,,,,,,,669060,Bryse Wilson,2021,23,PIT,SP,8,8,40.3,603
100067,571656,Buck Farmer,2021,30,DET,RP,36,0,35.3,726,,,,,,,,,,,,,,,,,,,,571656,Buck Farmer,2021,30,DET,RP,36,0,35.3,726
68471,572143,Burch Smith,2021,31,OAK,RP,31,0,43.3,678,,,,,,,,,,,,,,,,,,,,572143,Burch Smith,2021,31,OAK,RP,31,0,43.3,678
107446,670056,Caleb Baragar,2021,27,SF,RP,25,0,23,358,,,,,,,,,,,,,,,,,,,,670056,Caleb Baragar,2021,27,SF,RP,25,0,23.0,358
102044,592761,Caleb Smith,2021,29,AZ,RP,32,0,56.7,975,,,,,,,,,,,,,,,,,,,,592761,Caleb Smith,2021,29,AZ,RP,32,0,56.7,975
102044,592761,Caleb Smith,2021,29,AZ,SP,13,13,57,1092,,,,,,,,,,,,,,,,,,,,592761,Caleb Smith,2021,29,AZ,SP,13,13,57.0,1092
60922,573204,Caleb Thielbar,2021,34,MIN,RP,59,0,64,1106,,,,,,,,,,,,,,,,,,,,573204,Caleb Thielbar,2021,34,MIN,RP,59,0,64.0,1106
108430,615698,Cal Quantrill,2021,26,CLE,RP,18,0,28.7,456,,,,,,,,,,,,,,,,,,,,615698,Cal Quantrill,2021,26,CLE,RP,18,0,28.7,456
108430,615698,Cal Quantrill,2021,26,CLE,SP,22,22,121,1876,,,,,,,,,,,,,,,,,,,,615698,Cal Quantrill,2021,26,CLE,SP,22,22,121.0,1876
66930,592135,Cam Bedrosian,2021,29,OAK,RP,9,0,9,148,,,,,,,,,,,,,,,,,,,,592135,Cam Bedrosian,2021,29,OAK,RP,9,0,9.0,148
66930,592135,Cam Bedrosian,2021,29,CIN,RP,6,0,5.7,119,,,,,,,,,,,,,,,,,,,,592135,Cam Bedrosian,2021,29,CIN,RP,6,0,5.7,119
66930,592135,Cam Bedrosian,2021,29,PHI,RP,10,0,9,181,,,,,,,,,,,,,,,,,,,,592135,Cam Bedrosian,2021,29,PHI,RP,10,0,9.0,181
66930,592135,Cam Bedrosian,2021,29,PHI,SP,1,1,1.3,28,,,,,,,,,,,,,,,,,,,,592135,Cam Bedrosian,2021,29,PHI,SP,1,1,1.3,28
107732,666808,Camilo Doval,2021,23,SF,RP,29,0,27,452,,,,,,,,,,,,,,,,,,,,666808,Camilo Doval,2021,23,SF,RP,29,0,27.0,452
71343,605218,Carl Edwards Jr.,2021,29,TOR,RP,6,0,5.3,80,,,,,,,,,,,,,,,,,,,,605218,Carl Edwards Jr.,2021,29,TOR,RP,6,0,5.3,80
47229,471911,Carlos Carrasco,2021,34,NYM,SP,12,12,53.7,889,,,,,,,,,,,,,,,,,,,,471911,Carlos Carrasco,2021,34,NYM,SP,12,12,53.7,889
70188,608032,Carlos Estévez,2021,28,COL,RP,64,0,61.7,1007,,,,,,,,,,,,,,,,,,,,608032,Carlos Estévez,2021,28,COL,RP,64,0,61.7,1007
110000,672578,Carlos Hernández,2021,24,KC,RP,13,0,27.3,491,,,,,,,,,,,,,,,,,,,,672578,Carlos Hernández,2021,24,KC,RP,13,0,27.3,491
110000,672578,Carlos Hernández,2021,24,KC,SP,11,11,58.3,943,,,,,,,,,,,,,,,,,,,,672578,Carlos Hernández,2021,24,KC,SP,11,11,58.3,943
67219,593372,Carlos Martinez,2021,29,STL,SP,16,16,82.3,1280,,,,,,,,,,,,,,,,,,,,593372,Carlos Martinez,2021,29,STL,SP,16,16,82.3,1280
70883,607074,Carlos Rodón,2021,28,CHW,SP,24,24,132.7,2219,,,,,,,,,,,,,,,,,,,,607074,Carlos Rodón,2021,28,CHW,SP,24,24,132.7,2219
70611,608334,Carson Fulmer,2021,27,CIN,RP,20,0,25.7,448,,,,,,,,,,,,,,,,,,,,608334,Carson Fulmer,2021,27,CIN,RP,20,0,25.7,448
122776,663554,Casey Mize,2021,24,DET,SP,30,30,150.3,2356,,,,,,,,,,,,,,,,,,,,663554,Casey Mize,2021,24,DET,SP,30,30,150.3,2356
67865,594987,Casey Sadler,2021,30,SEA,RP,42,0,40.3,581,,,,,,,,,,,,,,,,,,,,594987,Casey Sadler,2021,30,SEA,RP,42,0,40.3,581
51845,491624,César Valdez,2021,36,BAL,RP,39,0,46,757,,,,,,,,,,,,,,,,,,,,491624,César Valdez,2021,36,BAL,RP,39,0,46.0,757
68565,643338,Chad Green,2021,30,NYY,RP,67,0,83.7,1312,,,,,,,,,,,,,,,,,,,,643338,Chad Green,2021,30,NYY,RP,67,0,83.7,1312
102639,641771,Chad Kuhl,2021,28,PIT,RP,14,0,13.3,244,,,,,,,,,,,,,,,,,,,,641771,Chad Kuhl,2021,28,PIT,RP,14,0,13.3,244
102639,641771,Chad Kuhl,2021,28,PIT,SP,14,14,67,1192,,,,,,,,,,,,,,,,,,,,641771,Chad Kuhl,2021,28,PIT,SP,14,14,67.0,1192
109397,656212,Charlie Barnes,2021,25,MIN,RP,1,0,4.7,68,,,,,,,,,,,,,,,,,,,,656212,Charlie Barnes,2021,25,MIN,RP,1,0,4.7,68
109397,656212,Charlie Barnes,2021,25,MIN,SP,8,8,33.3,587,,,,,,,,,,,,,,,,,,,,656212,Charlie Barnes,2021,25,MIN,SP,8,8,33.3,587
55773,518586,Charlie Culberson,2021,32,TEX,RP,2,0,2,15,,,,,,,,,,,,,,,,,,,,518586,Charlie Culberson,2021,32,TEX,RP,2,0,2.0,15
48258,450203,Charlie Morton,2021,37,ATL,SP,33,33,185.7,2987,,,,,,,,,,,,,,,,,,,,450203,Charlie Morton,2021,37,ATL,SP,33,33,185.7,2987
59304,502624,Chase Anderson,2021,33,PHI,RP,5,0,11.7,162,,,,,,,,,,,,,,,,,,,,502624,Chase Anderson,2021,33,PHI,RP,5,0,11.7,162
59304,502624,Chase Anderson,2021,33,PHI,SP,9,9,36.3,690,,,,,,,,,,,,,,,,,,,,502624,Chase Anderson,2021,33,PHI,SP,9,9,36.3,690
100260,608328,Chase De Jong,2021,27,PIT,SP,9,9,43.7,775,,,,,,,,,,,,,,,,,,,,608328,Chase De Jong,2021,27,PIT,SP,9,9,43.7,775
67118,592741,Chasen Shreve,2021,30,PIT,RP,57,0,56.3,935,,,,,,,,,,,,,,,,,,,,592741,Chasen Shreve,2021,30,PIT,RP,57,0,56.3,935
68563,592346,Chi Chi González,2021,29,COL,RP,6,0,14.7,241,,,,,,,,,,,,,,,,,,,,592346,Chi Chi González,2021,29,COL,RP,6,0,14.7,241
68563,592346,Chi Chi González,2021,29,COL,SP,18,18,87,1394,,,,,,,,,,,,,,,,,,,,592346,Chi Chi González,2021,29,COL,SP,18,18,87.0,1394
50101,502042,Chris Archer,2021,32,TB,RP,1,0,2,52,,,,,,,,,,,,,,,,,,,,502042,Chris Archer,2021,32,TB,RP,1,0,2.0,52
50101,502042,Chris Archer,2021,32,TB,SP,5,5,17.3,275,,,,,,,,,,,,,,,,,,,,502042,Chris Archer,2021,32,TB,SP,5,5,17.3,275
69516,605135,Chris Bassitt,2021,32,OAK,SP,27,27,157.3,2381,,,,,,,,,,,,,,,,,,,,605135,Chris Bassitt,2021,32,OAK,SP,27,27,157.3,2381
70514,606965,Chris Devenski,2021,30,AZ,RP,8,0,7.3,145,,,,,,,,,,,,,,,,,,,,606965,Chris Devenski,2021,30,AZ,RP,8,0,7.3,145
71383,595939,Chris Ellis,2021,28,TB,RP,1,0,4,62,,,,,,,,,,,,,,,,,,,,595939,Chris Ellis,2021,28,TB,RP,1,0,4.0,62
71383,595939,Chris Ellis,2021,28,BAL,SP,6,6,25.3,420,,,,,,,,,,,,,,,,,,,,595939,Chris Ellis,2021,28,BAL,SP,6,6,25.3,420
101249,623167,Chris Flexen,2021,26,SEA,SP,31,31,179.7,2811,,,,,,,,,,,,,,,,,,,,623167,Chris Flexen,2021,26,SEA,SP,31,31,179.7,2811
54159,455119,Chris Martin,2021,35,ATL,RP,46,0,43.3,661,,,,,,,,,,,,,,,,,,,,455119,Chris Martin,2021,35,ATL,RP,46,0,43.3,661
71000,607391,Chris Mazza,2021,31,TB,RP,14,0,27.3,413,,,,,,,,,,,,,,,,,,,,607391,Chris Mazza,2021,31,TB,RP,14,0,27.3,413
106610,663978,Chris Paddack,2021,25,SD,RP,1,0,2,36,,,,,,,,,,,,,,,,,,,,663978,Chris Paddack,2021,25,SD,RP,1,0,2.0,36
106610,663978,Chris Paddack,2021,25,SD,SP,22,22,106.3,1833,,,,,,,,,,,,,,,,,,,,663978,Chris Paddack,2021,25,SD,SP,22,22,106.3,1833
108490,669735,Chris Rodriguez,2021,22,LAA,RP,13,0,19.7,351,,,,,,,,,,,,,,,,,,,,669735,Chris Rodriguez,2021,22,LAA,RP,13,0,19.7,351
108490,669735,Chris Rodriguez,2021,22,LAA,SP,2,2,10,154,,,,,,,,,,,,,,,,,,,,669735,Chris Rodriguez,2021,22,LAA,SP,2,2,10.0,154
65751,519242,Chris Sale,2021,32,BOS,SP,9,9,42.7,735,,,,,,,,,,,,,,,,,,,,519242,Chris Sale,2021,32,BOS,SP,9,9,42.7,735
100323,608717,Chris Stratton,2021,30,PIT,RP,68,0,79.3,1374,,,,,,,,,,,,,,,,,,,,608717,Chris Stratton,2021,30,PIT,RP,68,0,79.3,1374
101604,624414,Christian Arroyo,2021,26,BOS,RP,1,0,1,16,,,,,,,,,,,,,,,,,,,,624414,Christian Arroyo,2021,26,BOS,RP,1,0,1.0,16
109130,672335,Cionel Pérez,2021,25,CIN,RP,25,0,24,454,,,,,,,,,,,,,,,,,,,,672335,Cionel Pérez,2021,25,CIN,RP,25,0,24.0,454
111290,657376,Clarke Schmidt,2021,25,NYY,RP,1,0,2,53,,,,,,,,,,,,,,,,,,,,657376,Clarke Schmidt,2021,25,NYY,RP,1,0,2.0,53
111290,657376,Clarke Schmidt,2021,25,NYY,SP,1,1,4.3,90,,,,,,,,,,,,,,,,,,,,657376,Clarke Schmidt,2021,25,NYY,SP,1,1,4.3,90
70822,605280,Clay Holmes,2021,28,PIT,RP,44,0,42,728,,,,,,,,,,,,,,,,,,,,605280,Clay Holmes,2021,28,PIT,RP,44,0,42.0,728
70822,605280,Clay Holmes,2021,28,NYY,RP,25,0,28,396,,,,,,,,,,,,,,,,,,,,605280,Clay Holmes,2021,28,NYY,RP,25,0,28.0,396
49786,477132,Clayton Kershaw,2021,33,LAD,SP,22,22,121.7,1806,,,,,,,,,,,,,,,,,,,,477132,Clayton Kershaw,2021,33,LAD,SP,22,22,121.7,1806
123612,676051,Codi Heuer,2021,24,CHW,RP,40,0,38.7,652,,,,,,,,,,,,,,,,,,,,676051,Codi Heuer,2021,24,CHW,RP,40,0,38.7,652
123612,676051,Codi Heuer,2021,24,CHC,RP,25,0,28.7,397,,,,,,,,,,,,,,,,,,,,676051,Codi Heuer,2021,24,CHC,RP,25,0,28.7,397
106691,664074,Cody Ponce,2021,27,PIT,RP,13,0,31.7,566,,,,,,,,,,,,,,,,,,,,664074,Cody Ponce,2021,27,PIT,RP,13,0,31.7,566
106691,664074,Cody Ponce,2021,27,PIT,SP,2,2,6.7,146,,,,,,,,,,,,,,,,,,,,664074,Cody Ponce,2021,27,PIT,SP,2,2,6.7,146
70342,547001,Cody Poteet,2021,26,MIA,SP,7,7,30.7,548,,,,,,,,,,,,,,,,,,,,547001,Cody Poteet,2021,26,MIA,SP,7,7,30.7,548
102719,642003,Cody Reed,2021,28,TB,RP,12,0,9.7,148,,,,,,,,,,,,,,,,,,,,642003,Cody Reed,2021,28,TB,RP,12,0,9.7,148
106954,664054,Cody Stashak,2021,27,MIN,RP,15,0,15.7,308,,,,,,,,,,,,,,,,,,,,664054,Cody Stashak,2021,27,MIN,RP,15,0,15.7,308
108934,608344,Cole Irvin,2021,27,OAK,SP,32,32,178.3,2682,,,,,,,,,,,,,,,,,,,,608344,Cole Irvin,2021,27,OAK,SP,32,32,178.3,2682
102757,642121,Cole Sulser,2021,31,BAL,RP,60,0,63.3,1070,,,,,,,,,,,,,,,,,,,,642121,Cole Sulser,2021,31,BAL,RP,60,0,63.3,1070
69856,607067,Colin Rea,2021,30,MIL,RP,1,0,6,91,,,,,,,,,,,,,,,,,,,,607067,Colin Rea,2021,30,MIL,RP,1,0,6.0,91
58441,543521,Collin McHugh,2021,34,TB,RP,30,0,52,808,,,,,,,,,,,,,,,,,,,,543521,Collin McHugh,2021,34,TB,RP,30,0,52.0,808
58441,543521,Collin McHugh,2021,34,TB,SP,7,7,12,164,,,,,,,,,,,,,,,,,,,,543521,Collin McHugh,2021,34,TB,SP,7,7,12.0,164
70790,605155,Colten Brewer,2021,28,BOS,RP,1,0,1,30,,,,,,,,,,,,,,,,,,,,605155,Colten Brewer,2021,28,BOS,RP,1,0,1.0,30
102603,641632,Conner Greene,2021,26,LAD,RP,2,0,2,28,,,,,,,,,,,,,,,,,,,,641632,Conner Greene,2021,26,LAD,RP,2,0,2.0,28
102603,641632,Conner Greene,2021,26,BAL,RP,21,0,22.3,395,,,,,,,,,,,,,,,,,,,,641632,Conner Greene,2021,26,BAL,RP,21,0,22.3,395
102603,641632,Conner Greene,2021,26,BAL,SP,1,1,1,24,,,,,,,,,,,,,,,,,,,,641632,Conner Greene,2021,26,BAL,SP,1,1,1.0,24
108223,669214,Conner Menez,2021,26,SF,RP,7,0,12,204,,,,,,,,,,,,,,,,,,,,669214,Conner Menez,2021,26,SF,RP,7,0,12.0,204
108223,669214,Conner Menez,2021,26,SF,SP,1,1,2,43,,,,,,,,,,,,,,,,,,,,669214,Conner Menez,2021,26,SF,SP,1,1,2.0,43
